probeset,hgnc
RBBP9|10741,RBBP9
RBCK1|10616,RBCK1
RBKS|64080,RBKS
RBL1|5933,RBL1
RBL2|5934,RBL2
RBM10|8241,RBM10
RBM11|54033,RBM11
RBM12|10137,RBM12
RBM12B|389677,RBM12B
RBM14|10432,RBM14
RBM15|64783,RBM15
RBM15B|29890,RBM15B
RBM16|22828,RBM16
RBM17|84991,RBM17
RBM18|92400,RBM18
RBM19|9904,RBM19
RBM20|282996,RBM20
RBM22|55696,RBM22
RBM23|55147,RBM23
RBM24|221662,RBM24
RBM25|58517,RBM25
RBM26|64062,RBM26
RBM27|54439,RBM27
RBM28|55131,RBM28
RBM3|5935,RBM3
RBM33|155435,RBM33
RBM34|23029,RBM34
RBM38|55544,RBM38
RBM39|9584,RBM39
RBM4|5936,RBM4
RBM41|55285,RBM41
RBM42|79171,RBM42
RBM43|375287,RBM43
RBM44|375316,RBM44
RBM45|129831,RBM45
RBM46|166863,RBM46
RBM47|54502,RBM47
RBM4B|83759,RBM4B
RBM5|10181,RBM5
RBM6|10180,RBM6
RBM7|10179,RBM7
RBM8A|9939,RBM8A
RBM9|23543,RBM9
RBMS1|5937,RBMS1
RBMS2|5939,RBMS2
RBMS3|27303,RBMS3
RBMX|27316,RBMX
RBMX2|51634,RBMX2
RBMXL1|494115,RBMXL1
RBMXL2|27288,RBMXL2
RBMXL3|139804,RBMXL3
RBMY1A1|5940,RBMY1A1
RBMY1A3P|286557,RBMY1A3P
RBMY1B|378948,RBMY1B
RBMY1E|378950,RBMY1E
RBMY1F|159163,RBMY1F
RBMY1J|378951,RBMY1J
RBMY2EP|159125,RBMY2EP
RBMY2FP|159162,RBMY2FP
RBMY3AP|64593,RBMY3AP
RBP1|5947,RBP1
RBP2|5948,RBP2
RBP3|5949,RBP3
RBP4|5950,RBP4
RBP5|83758,RBP5
RBP7|116362,RBP7
RBPJ|3516,RBPJ
RBPJL|11317,RBPJL
RBPMS|11030,RBPMS
RBPMS2|348093,RBPMS2
RBX1|9978,RBX1
RC3H1|149041,RC3H1
RC3H2|54542,RC3H2
RCAN1|1827,RCAN1
RCAN2|10231,RCAN2
RCAN3|11123,RCAN3
RCBTB1|55213,RCBTB1
RCBTB2|1102,RCBTB2
RCC1|1104,RCC1
RCC2|55920,RCC2
RCCD1|91433,RCCD1
RCE1|9986,RCE1
RCHY1|25898,RCHY1
RCL1|10171,RCL1
RCN1|5954,RCN1
RCN2|5955,RCN2
RCN3|57333,RCN3
RCOR1|23186,RCOR1
RCOR2|283248,RCOR2
RCOR3|55758,RCOR3
RCSD1|92241,RCSD1
RCVRN|5957,RCVRN
RD3|343035,RD3
RDBP|7936,RDBP
RDH10|157506,RDH10
RDH11|51109,RDH11
RDH12|145226,RDH12
RDH13|112724,RDH13
RDH14|57665,RDH14
RDH16|8608,RDH16
RDH5|5959,RDH5
RDH8|50700,RDH8
RDM1|201299,RDM1
RDX|5962,RDX
REC8|9985,REC8
RECK|8434,RECK
RECQL|5965,RECQL
RECQL4|9401,RECQL4
RECQL5|9400,RECQL5
REEP1|65055,REEP1
REEP2|51308,REEP2
REEP3|221035,REEP3
REEP4|80346,REEP4
REEP5|7905,REEP5
REEP6|92840,REEP6
REG1A|5967,REG1A
REG1B|5968,REG1B
REG1P|5969,REG1P
REG3A|5068,REG3A
REG3G|130120,REG3G
REG4|83998,REG4
REL|5966,REL
RELA|5970,RELA
RELB|5971,RELB
RELL1|768211,RELL1
RELL2|285613,RELL2
RELN|5649,RELN
RELT|84957,RELT
REM1|28954,REM1
REM2|161253,REM2
REN|5972,REN
RENBP|5973,RENBP
REP15|387849,REP15
REPIN1|29803,REPIN1
REPS1|85021,REPS1
REPS2|9185,REPS2
RER1|11079,RER1
RERE|473,RERE
RERG|85004,RERG
RERGL|79785,RERGL
RESP18|389075,RESP18
REST|5978,REST
RET|5979,RET
RETN|56729,RETN
RETNLB|84666,RETNLB
RETSAT|54884,RETSAT
REV1|51455,REV1
REV3L|5980,REV3L
REXO1|57455,REXO1
REXO1L1|254958,REXO1L1
REXO2|25996,REXO2
REXO4|57109,REXO4
RFC1|5981,RFC1
RFC2|5982,RFC2
RFC3|5983,RFC3
RFC4|5984,RFC4
RFC5|5985,RFC5
RFESD|317671,RFESD
RFFL|117584,RFFL
RFK|55312,RFK
RFNG|5986,RFNG
RFPL1|5988,RFPL1
RFPL1S|10740,RFPL1S
RFPL2|10739,RFPL2
RFPL3|10738,RFPL3
RFPL3S|10737,RFPL3S
RFPL4A|342931,RFPL4A
RFPL4B|442247,RFPL4B
RFT1|91869,RFT1
RFTN1|23180,RFTN1
RFTN2|130132,RFTN2
RFWD2|64326,RFWD2
RFWD3|55159,RFWD3
RFX1|5989,RFX1
RFX2|5990,RFX2
RFX3|5991,RFX3
RFX4|5992,RFX4
RFX5|5993,RFX5
RFX6|222546,RFX6
RFX7|64864,RFX7
RFX8|731220,RFX8
RFXANK|8625,RFXANK
RFXAP|5994,RFXAP
RG9MTD1|54931,RG9MTD1
RG9MTD2|93587,RG9MTD2
RG9MTD3|158234,RG9MTD3
RGAG1|57529,RGAG1
RGAG4|340526,RGAG4
RGL1|23179,RGL1
RGL2|5863,RGL2
RGL3|57139,RGL3
RGL4|266747,RGL4
RGMA|56963,RGMA
RGMB|285704,RGMB
RGN|9104,RGN
RGNEF|64283,RGNEF
RGP1|9827,RGP1
RGPD1|400966,RGPD1
RGPD3|653489,RGPD3
RGPD4|285190,RGPD4
RGPD5|84220,RGPD5
RGPD6|729540,RGPD6
RGPD8|727851,RGPD8
RGR|5995,RGR
RGS1|5996,RGS1
RGS10|6001,RGS10
RGS11|8786,RGS11
RGS12|6002,RGS12
RGS13|6003,RGS13
RGS14|10636,RGS14
RGS16|6004,RGS16
RGS17|26575,RGS17
RGS18|64407,RGS18
RGS19|10287,RGS19
RGS2|5997,RGS2
RGS20|8601,RGS20
RGS21|431704,RGS21
RGS22|26166,RGS22
RGS3|5998,RGS3
RGS4|5999,RGS4
RGS5|8490,RGS5
RGS6|9628,RGS6
RGS7|6000,RGS7
RGS7BP|401190,RGS7BP
RGS8|85397,RGS8
RGS9|8787,RGS9
RGS9BP|388531,RGS9BP
RGSL1|353299,RGSL1
RHAG|6005,RHAG
RHBDD1|84236,RHBDD1
RHBDD2|57414,RHBDD2
RHBDD3|25807,RHBDD3
RHBDF1|64285,RHBDF1
RHBDF2|79651,RHBDF2
RHBDL1|9028,RHBDL1
RHBDL2|54933,RHBDL2
RHBDL3|162494,RHBDL3
RHBG|57127,RHBG
RHCE|6006,RHCE
RHCG|51458,RHCG
RHD|6007,RHD
RHEB|6009,RHEB
RHEBL1|121268,RHEBL1
RHO|6010,RHO
RHOA|387,RHOA
RHOB|388,RHOB
RHOBTB1|9886,RHOBTB1
RHOBTB2|23221,RHOBTB2
RHOBTB3|22836,RHOBTB3
RHOC|389,RHOC
RHOD|29984,RHOD
RHOF|54509,RHOF
RHOG|391,RHOG
RHOH|399,RHOH
RHOJ|57381,RHOJ
RHOQ|23433,RHOQ
RHOT1|55288,RHOT1
RHOT2|89941,RHOT2
RHOU|58480,RHOU
RHOV|171177,RHOV
RHOXF1|158800,RHOXF1
RHOXF2B|727940,RHOXF2B
RHPN1|114822,RHPN1
RHPN2|85415,RHPN2
RIBC1|158787,RIBC1
RIBC2|26150,RIBC2
RIC3|79608,RIC3
RIC8A|60626,RIC8A
RIC8B|55188,RIC8B
RICH2|9912,RICH2
RICTOR|253260,RICTOR
RIF1|55183,RIF1
RILP|83547,RILP
RILPL1|353116,RILPL1
RILPL2|196383,RILPL2
RIMBP2|23504,RIMBP2
RIMBP3|85376,RIMBP3
RIMBP3C|150221,RIMBP3C
RIMKLA|284716,RIMKLA
RIMKLB|57494,RIMKLB
RIMS1|22999,RIMS1
RIMS2|9699,RIMS2
RIMS3|9783,RIMS3
RIMS4|140730,RIMS4
RIN1|9610,RIN1
RIN2|54453,RIN2
RIN3|79890,RIN3
RING1|6015,RING1
RINL|126432,RINL
RINT1|60561,RINT1
RIOK1|83732,RIOK1
RIOK2|55781,RIOK2
RIOK3|8780,RIOK3
RIPK1|8737,RIPK1
RIPK2|8767,RIPK2
RIPK3|11035,RIPK3
RIPK4|54101,RIPK4
RIPPLY1|92129,RIPPLY1
RIPPLY2|134701,RIPPLY2
RIT1|6016,RIT1
RIT2|6014,RIT2
RLBP1|6017,RLBP1
RLF|6018,RLF
RLIM|51132,RLIM
RLN1|6013,RLN1
RLN2|6019,RLN2
RLN3|117579,RLN3
RLTPR|146206,RLTPR
RMI1|80010,RMI1
RMND1|55005,RMND1
RMND5A|64795,RMND5A
RMND5B|64777,RMND5B
RMRP|6023,RMRP
RMST|196475,RMST
RNASE1|6035,RNASE1
RNASE10|338879,RNASE10
RNASE11|122651,RNASE11
RNASE12|493901,RNASE12
RNASE13|440163,RNASE13
RNASE2|6036,RNASE2
RNASE3|6037,RNASE3
RNASE4|6038,RNASE4
RNASE6|6039,RNASE6
RNASE7|84659,RNASE7
RNASE8|122665,RNASE8
RNASE9|390443,RNASE9
RNASEH1|246243,RNASEH1
RNASEH2A|10535,RNASEH2A
RNASEH2B|79621,RNASEH2B
RNASEH2C|84153,RNASEH2C
RNASEK|440400,RNASEK
RNASEL|6041,RNASEL
RNASEN|29102,RNASEN
RNASET2|8635,RNASET2
RND1|27289,RND1
RND2|8153,RND2
RND3|390,RND3
RNF10|9921,RNF10
RNF103|7844,RNF103
RNF11|26994,RNF11
RNF111|54778,RNF111
RNF112|7732,RNF112
RNF113A|7737,RNF113A
RNF113B|140432,RNF113B
RNF114|55905,RNF114
RNF115|27246,RNF115
RNF121|55298,RNF121
RNF122|79845,RNF122
RNF123|63891,RNF123
RNF125|54941,RNF125
RNF126|55658,RNF126
RNF126P1|376412,RNF126P1
RNF128|79589,RNF128
RNF13|11342,RNF13
RNF130|55819,RNF130
RNF133|168433,RNF133
RNF135|84282,RNF135
RNF138|51444,RNF138
RNF138P1|379013,RNF138P1
RNF139|11236,RNF139
RNF14|9604,RNF14
RNF141|50862,RNF141
RNF144A|9781,RNF144A
RNF144B|255488,RNF144B
RNF145|153830,RNF145
RNF146|81847,RNF146
RNF148|378925,RNF148
RNF149|284996,RNF149
RNF150|57484,RNF150
RNF151|146310,RNF151
RNF152|220441,RNF152
RNF157|114804,RNF157
RNF160|26046,RNF160
RNF165|494470,RNF165
RNF166|115992,RNF166
RNF167|26001,RNF167
RNF168|165918,RNF168
RNF169|254225,RNF169
RNF17|56163,RNF17
RNF170|81790,RNF170
RNF175|285533,RNF175
RNF180|285671,RNF180
RNF181|51255,RNF181
RNF182|221687,RNF182
RNF183|138065,RNF183
RNF185|91445,RNF185
RNF186|54546,RNF186
RNF187|149603,RNF187
RNF19A|25897,RNF19A
RNF19B|127544,RNF19B
RNF2|6045,RNF2
RNF20|56254,RNF20
RNF207|388591,RNF207
RNF208|727800,RNF208
RNF212|285498,RNF212
RNF213|57674,RNF213
RNF214|257160,RNF214
RNF215|200312,RNF215
RNF216|54476,RNF216
RNF216L|441191,RNF216L
RNF217|154214,RNF217
RNF219|79596,RNF219
RNF220|55182,RNF220
RNF222|643904,RNF222
RNF24|11237,RNF24
RNF25|64320,RNF25
RNF26|79102,RNF26
RNF31|55072,RNF31
RNF32|140545,RNF32
RNF34|80196,RNF34
RNF38|152006,RNF38
RNF39|80352,RNF39
RNF4|6047,RNF4
RNF40|9810,RNF40
RNF41|10193,RNF41
RNF43|54894,RNF43
RNF44|22838,RNF44
RNF5|6048,RNF5
RNF5P1|286140,RNF5P1
RNF6|6049,RNF6
RNF7|9616,RNF7
RNF8|9025,RNF8
RNFT1|51136,RNFT1
RNFT2|84900,RNFT2
RNGTT|8732,RNGTT
RNH1|6050,RNH1
RNLS|55328,RNLS
RNMT|8731,RNMT
RNMTL1|55178,RNMTL1
RNPC3|55599,RNPC3
RNPEP|6051,RNPEP
RNPEPL1|57140,RNPEPL1
RNPS1|10921,RNPS1
RNU11|26824,RNU11
RNU4ATAC|100151683,RNU4ATAC
RNU5E|26829,RNU5E
RNU6ATAC|100151684,RNU6ATAC
RNY4|6086,RNY4
RNY5|6090,RNY5
ROBLD3|28956,ROBLD3
ROBO1|6091,ROBO1
ROBO2|6092,ROBO2
ROBO3|64221,ROBO3
ROBO4|54538,ROBO4
ROCK1|6093,ROCK1
ROCK2|9475,ROCK2
ROD1|9991,ROD1
ROGDI|79641,ROGDI
ROM1|6094,ROM1
ROMO1|140823,ROMO1
ROPN1|54763,ROPN1
ROPN1B|152015,ROPN1B
ROPN1L|83853,ROPN1L
ROR1|4919,ROR1
ROR2|4920,ROR2
RORA|6095,RORA
RORB|6096,RORB
RORC|6097,RORC
ROS1|6098,ROS1
RP1-177G6.2|286411,RP1-177G6.2
RP1|6101,RP1
RP1L1|94137,RP1L1
RP2|6102,RP2
RP9|6100,RP9
RP9P|441212,RP9P
RPA1|6117,RPA1
RPA2|6118,RPA2
RPA3|6119,RPA3
RPA4|29935,RPA4
RPAIN|84268,RPAIN
RPAP1|26015,RPAP1
RPAP2|79871,RPAP2
RPAP3|79657,RPAP3
RPE|6120,RPE
RPE65|6121,RPE65
RPF1|80135,RPF1
RPF2|84154,RPF2
RPGR|6103,RPGR
RPGRIP1|57096,RPGRIP1
RPGRIP1L|23322,RPGRIP1L
RPH3A|22895,RPH3A
RPH3AL|9501,RPH3AL
RPIA|22934,RPIA
RPL10|6134,RPL10
RPL10A|4736,RPL10A
RPL10L|140801,RPL10L
RPL11|6135,RPL11
RPL12|6136,RPL12
RPL13|6137,RPL13
RPL13A|23521,RPL13A
RPL13AP17|399670,RPL13AP17
RPL13AP20|387841,RPL13AP20
RPL13AP3|645683,RPL13AP3
RPL13AP6|644511,RPL13AP6
RPL13P5|283345,RPL13P5
RPL14|9045,RPL14
RPL15|6138,RPL15
RPL17|6139,RPL17
RPL18|6141,RPL18
RPL18A|6142,RPL18A
RPL19|6143,RPL19
RPL19P12|100129424,RPL19P12
RPL21|6144,RPL21
RPL21P44|402176,RPL21P44
RPL22|6146,RPL22
RPL22L1|200916,RPL22L1
RPL23|9349,RPL23
RPL23A|6147,RPL23A
RPL23AP32|56969,RPL23AP32
RPL23AP53|644128,RPL23AP53
RPL23AP64|649946,RPL23AP64
RPL23AP7|118433,RPL23AP7
RPL23AP82|284942,RPL23AP82
RPL23P8|222901,RPL23P8
RPL24|6152,RPL24
RPL26|6154,RPL26
RPL26L1|51121,RPL26L1
RPL27|6155,RPL27
RPL27A|6157,RPL27A
RPL28|6158,RPL28
RPL29|6159,RPL29
RPL29P2|118432,RPL29P2
RPL3|6122,RPL3
RPL30|6156,RPL30
RPL31|6160,RPL31
RPL31P11|641311,RPL31P11
RPL32|6161,RPL32
RPL32P3|132241,RPL32P3
RPL34|6164,RPL34
RPL35|11224,RPL35
RPL35A|6165,RPL35A
RPL36|25873,RPL36
RPL36A|6173,RPL36A
RPL36AL|6166,RPL36AL
RPL37|6167,RPL37
RPL37A|6168,RPL37A
RPL38|6169,RPL38
RPL39|6170,RPL39
RPL39L|116832,RPL39L
RPL3L|6123,RPL3L
RPL4|6124,RPL4
RPL41|6171,RPL41
RPL5|6125,RPL5
RPL6|6128,RPL6
RPL7|6129,RPL7
RPL7A|6130,RPL7A
RPL7L1|285855,RPL7L1
RPL8|6132,RPL8
RPL9|6133,RPL9
RPLP0|6175,RPLP0
RPLP0P2|113157,RPLP0P2
RPLP1|6176,RPLP1
RPLP2|6181,RPLP2
RPN1|6184,RPN1
RPN2|6185,RPN2
RPP14|11102,RPP14
RPP21|79897,RPP21
RPP25|54913,RPP25
RPP30|10556,RPP30
RPP38|10557,RPP38
RPP40|10799,RPP40
RPPH1|85495,RPPH1
RPRD1A|55197,RPRD1A
RPRD1B|58490,RPRD1B
RPRD2|23248,RPRD2
RPRM|56475,RPRM
RPRML|388394,RPRML
RPS10|6204,RPS10
RPS10P7|376693,RPS10P7
RPS11|6205,RPS11
RPS12|6206,RPS12
RPS13|6207,RPS13
RPS14|6208,RPS14
RPS15|6209,RPS15
RPS15A|6210,RPS15A
RPS15AP10|728963,RPS15AP10
RPS16|6217,RPS16
RPS17|6218,RPS17
RPS18|6222,RPS18
RPS19|6223,RPS19
RPS19BP1|91582,RPS19BP1
RPS2|6187,RPS2
RPS20|6224,RPS20
RPS21|6227,RPS21
RPS23|6228,RPS23
RPS24|6229,RPS24
RPS25|6230,RPS25
RPS26|6231,RPS26
RPS26P11|441502,RPS26P11
RPS27|6232,RPS27
RPS27A|6233,RPS27A
RPS27L|51065,RPS27L
RPS28|6234,RPS28
RPS29|6235,RPS29
RPS2P32|256355,RPS2P32
RPS3|6188,RPS3
RPS3A|6189,RPS3A
RPS4X|6191,RPS4X
RPS4Y1|6192,RPS4Y1
RPS4Y2|140032,RPS4Y2
RPS5|6193,RPS5
RPS6|6194,RPS6
RPS6KA1|6195,RPS6KA1
RPS6KA2|6196,RPS6KA2
RPS6KA3|6197,RPS6KA3
RPS6KA4|8986,RPS6KA4
RPS6KA5|9252,RPS6KA5
RPS6KA6|27330,RPS6KA6
RPS6KB1|6198,RPS6KB1
RPS6KB2|6199,RPS6KB2
RPS6KC1|26750,RPS6KC1
RPS6KL1|83694,RPS6KL1
RPS7|6201,RPS7
RPS8|6202,RPS8
RPS9|6203,RPS9
RPSA|3921,RPSA
RPSAP52|204010,RPSAP52
RPSAP58|388524,RPSAP58
RPSAP9|653162,RPSAP9
RPTN|126638,RPTN
RPTOR|57521,RPTOR
RPUSD1|113000,RPUSD1
RPUSD2|27079,RPUSD2
RPUSD3|285367,RPUSD3
RPUSD4|84881,RPUSD4
RQCD1|9125,RQCD1
RRAD|6236,RRAD
RRAGA|10670,RRAGA
RRAGB|10325,RRAGB
RRAGC|64121,RRAGC
RRAGD|58528,RRAGD
RRAS|6237,RRAS
RRAS2|22800,RRAS2
RRBP1|6238,RRBP1
RREB1|6239,RREB1
RRH|10692,RRH
RRM1|6240,RRM1
RRM2|6241,RRM2
RRM2B|50484,RRM2B
RRN3|54700,RRN3
RRN3P1|730092,RRN3P1
RRN3P2|653390,RRN3P2
RRN3P3|100131998,RRN3P3
RRP1|8568,RRP1
RRP12|23223,RRP12
RRP15|51018,RRP15
RRP1B|23076,RRP1B
RRP7A|27341,RRP7A
RRP7B|91695,RRP7B
RRP8|23378,RRP8
RRP9|9136,RRP9
RRS1|23212,RRS1
RS1|6247,RS1
RSAD1|55316,RSAD1
RSAD2|91543,RSAD2
RSBN1|54665,RSBN1
RSBN1L|222194,RSBN1L
RSC1A1|6248,RSC1A1
RSF1|51773,RSF1
RSL1D1|26156,RSL1D1
RSL24D1|51187,RSL24D1
RSPH1|89765,RSPH1
RSPH10B2|728194,RSPH10B2
RSPH3|83861,RSPH3
RSPH4A|345895,RSPH4A
RSPH6A|81492,RSPH6A
RSPH9|221421,RSPH9
RSPO1|284654,RSPO1
RSPO2|340419,RSPO2
RSPO3|84870,RSPO3
RSPO4|343637,RSPO4
RSPRY1|89970,RSPRY1
RSRC1|51319,RSRC1
RSRC2|65117,RSRC2
RSU1|6251,RSU1
RTBDN|83546,RTBDN
RTCD1|8634,RTCD1
RTDR1|27156,RTDR1
RTEL1|51750,RTEL1
RTF1|23168,RTF1
RTKN|6242,RTKN
RTKN2|219790,RTKN2
RTL1|388015,RTL1
RTN1|6252,RTN1
RTN2|6253,RTN2
RTN3|10313,RTN3
RTN4|57142,RTN4
RTN4IP1|84816,RTN4IP1
RTN4R|65078,RTN4R
RTN4RL1|146760,RTN4RL1
RTN4RL2|349667,RTN4RL2
RTP1|132112,RTP1
RTP2|344892,RTP2
RTP3|83597,RTP3
RTP4|64108,RTP4
RTTN|25914,RTTN
RUFY1|80230,RUFY1
RUFY2|55680,RUFY2
RUFY3|22902,RUFY3
RUFY4|285180,RUFY4
RUNDC1|146923,RUNDC1
RUNDC2A|84127,RUNDC2A
RUNDC2C|440352,RUNDC2C
RUNDC3A|10900,RUNDC3A
RUNDC3B|154661,RUNDC3B
RUNX1|861,RUNX1
RUNX1T1|862,RUNX1T1
RUNX2|860,RUNX2
RUNX3|864,RUNX3
RUSC1|23623,RUSC1
RUSC2|9853,RUSC2
RUVBL1|8607,RUVBL1
RUVBL2|10856,RUVBL2
RWDD1|51389,RWDD1
RWDD2A|112611,RWDD2A
RWDD2B|10069,RWDD2B
RWDD3|25950,RWDD3
RWDD4A|201965,RWDD4A
RXFP1|59350,RXFP1
RXFP2|122042,RXFP2
RXFP3|51289,RXFP3
RXFP4|339403,RXFP4
RXRA|6256,RXRA
RXRB|6257,RXRB
RXRG|6258,RXRG
RYBP|23429,RYBP
RYK|6259,RYK
RYR1|6261,RYR1
RYR2|6262,RYR2
RYR3|6263,RYR3
S100A1|6271,S100A1
S100A10|6281,S100A10
S100A11|6282,S100A11
S100A12|6283,S100A12
S100A13|6284,S100A13
S100A14|57402,S100A14
S100A16|140576,S100A16
S100A2|6273,S100A2
S100A3|6274,S100A3
S100A4|6275,S100A4
S100A5|6276,S100A5
S100A6|6277,S100A6
S100A7|6278,S100A7
S100A7A|338324,S100A7A
S100A7L2|645922,S100A7L2
S100A8|6279,S100A8
S100A9|6280,S100A9
S100B|6285,S100B
S100G|795,S100G
S100P|6286,S100P
S100PBP|64766,S100PBP
S100Z|170591,S100Z
S1PR1|1901,S1PR1
S1PR2|9294,S1PR2
S1PR3|1903,S1PR3
S1PR4|8698,S1PR4
S1PR5|53637,S1PR5
SAA1|6288,SAA1
SAA2|6289,SAA2
SAA3P|6290,SAA3P
SAA4|6291,SAA4
SAAL1|113174,SAAL1
SAC3D1|29901,SAC3D1
SACM1L|22908,SACM1L
SACS|26278,SACS
SAE1|10055,SAE1
SAFB|6294,SAFB
SAFB2|9667,SAFB2
SAG|6295,SAG
SAGE1|55511,SAGE1
SALL1|6299,SALL1
SALL2|6297,SALL2
SALL3|27164,SALL3
SALL4|57167,SALL4
SAMD1|90378,SAMD1
SAMD10|140700,SAMD10
SAMD11|148398,SAMD11
SAMD12|401474,SAMD12
SAMD13|148418,SAMD13
SAMD14|201191,SAMD14
SAMD3|154075,SAMD3
SAMD4A|23034,SAMD4A
SAMD4B|55095,SAMD4B
SAMD5|389432,SAMD5
SAMD7|344658,SAMD7
SAMD8|142891,SAMD8
SAMD9|54809,SAMD9
SAMD9L|219285,SAMD9L
SAMHD1|25939,SAMHD1
SAMM50|25813,SAMM50
SAMSN1|64092,SAMSN1
SAP130|79595,SAP130
SAP18|10284,SAP18
SAP30|8819,SAP30
SAP30BP|29115,SAP30BP
SAP30L|79685,SAP30L
SAPS1|22870,SAPS1
SAPS2|9701,SAPS2
SAPS3|55291,SAPS3
SAR1A|56681,SAR1A
SAR1B|51128,SAR1B
SARDH|1757,SARDH
SARM1|23098,SARM1
SARNP|84324,SARNP
SARS|6301,SARS
SARS2|54938,SARS2
SART1|9092,SART1
SART3|9733,SART3
SASH1|23328,SASH1
SASH3|54440,SASH3
SASS6|163786,SASS6
SAT1|6303,SAT1
SAT2|112483,SAT2
SATB1|6304,SATB1
SATB2|23314,SATB2
SATL1|340562,SATL1
SAV1|60485,SAV1
SBDS|51119,SBDS
SBDSP1|155370,SBDSP1
SBF1|6305,SBF1
SBF1P1|100133234,SBF1P1
SBF2|81846,SBF2
SBK1|388228,SBK1
SBK2|646643,SBK2
SBNO1|55206,SBNO1
SBNO2|22904,SBNO2
SBSN|374897,SBSN
SC4MOL|6307,SC4MOL
SC5DL|6309,SC5DL
SC65|10609,SC65
SCAF1|58506,SCAF1
SCAI|286205,SCAI
SCAMP1|9522,SCAMP1
SCAMP2|10066,SCAMP2
SCAMP3|10067,SCAMP3
SCAMP4|113178,SCAMP4
SCAMP5|192683,SCAMP5
SCAND1|51282,SCAND1
SCAND2|54581,SCAND2
SCAND3|114821,SCAND3
SCAP|22937,SCAP
SCAPER|49855,SCAPER
SCARA3|51435,SCARA3
SCARA5|286133,SCARA5
SCARB1|949,SCARB1
SCARB2|950,SCARB2
SCARF1|8578,SCARF1
SCARF2|91179,SCARF2
SCARNA1|677774,SCARNA1
SCARNA10|692148,SCARNA10
SCARNA11|677780,SCARNA11
SCARNA12|677777,SCARNA12
SCARNA14|692149,SCARNA14
SCARNA15|677778,SCARNA15
SCARNA16|677781,SCARNA16
SCARNA17|677769,SCARNA17
SCARNA18|677765,SCARNA18
SCARNA2|677766,SCARNA2
SCARNA20|677681,SCARNA20
SCARNA21|677763,SCARNA21
SCARNA22|677770,SCARNA22
SCARNA23|677773,SCARNA23
SCARNA27|100124533,SCARNA27
SCARNA3|677679,SCARNA3
SCARNA4|677771,SCARNA4
SCARNA5|677775,SCARNA5
SCARNA6|677772,SCARNA6
SCARNA7|677767,SCARNA7
SCARNA8|677776,SCARNA8
SCARNA9|619383,SCARNA9
SCARNA9L|100158262,SCARNA9L
SCCPDH|51097,SCCPDH
SCD|6319,SCD
SCD5|79966,SCD5
SCEL|8796,SCEL
SCFD1|23256,SCFD1
SCFD2|152579,SCFD2
SCG2|7857,SCG2
SCG3|29106,SCG3
SCG5|6447,SCG5
SCGB1A1|7356,SCGB1A1
SCGB1C1|147199,SCGB1C1
SCGB1D1|10648,SCGB1D1
SCGB1D2|10647,SCGB1D2
SCGB1D4|404552,SCGB1D4
SCGB2A1|4246,SCGB2A1
SCGB2A2|4250,SCGB2A2
SCGB3A1|92304,SCGB3A1
SCGB3A2|117156,SCGB3A2
SCGBL|284402,SCGBL
SCGN|10590,SCGN
SCHIP1|29970,SCHIP1
SCIN|85477,SCIN
SCLT1|132320,SCLT1
SCLY|51540,SCLY
SCMH1|22955,SCMH1
SCML1|6322,SCML1
SCML2|10389,SCML2
SCML4|256380,SCML4
SCN10A|6336,SCN10A
SCN11A|11280,SCN11A
SCN1A|6323,SCN1A
SCN1B|6324,SCN1B
SCN2A|6326,SCN2A
SCN2B|6327,SCN2B
SCN3A|6328,SCN3A
SCN3B|55800,SCN3B
SCN4A|6329,SCN4A
SCN4B|6330,SCN4B
SCN5A|6331,SCN5A
SCN7A|6332,SCN7A
SCN8A|6334,SCN8A
SCN9A|6335,SCN9A
SCNM1|79005,SCNM1
SCNN1A|6337,SCNN1A
SCNN1B|6338,SCNN1B
SCNN1D|6339,SCNN1D
SCNN1G|6340,SCNN1G
SCO1|6341,SCO1
SCO2|9997,SCO2
SCOC|60592,SCOC
SCP2|6342,SCP2
SCPEP1|59342,SCPEP1
SCRG1|11341,SCRG1
SCRIB|23513,SCRIB
SCRN1|9805,SCRN1
SCRN2|90507,SCRN2
SCRN3|79634,SCRN3
SCRT1|83482,SCRT1
SCRT2|85508,SCRT2
SCT|6343,SCT
SCTR|6344,SCTR
SCUBE1|80274,SCUBE1
SCUBE2|57758,SCUBE2
SCUBE3|222663,SCUBE3
SCXB|642658,SCXB
SCYL1|57410,SCYL1
SCYL2|55681,SCYL2
SCYL3|57147,SCYL3
SDAD1|55153,SDAD1
SDC1|6382,SDC1
SDC2|6383,SDC2
SDC3|9672,SDC3
SDC4|6385,SDC4
SDC4P|376844,SDC4P
SDCBP|6386,SDCBP
SDCBP2|27111,SDCBP2
SDCCAG1|9147,SDCCAG1
SDCCAG3|10807,SDCCAG3
SDCCAG8|10806,SDCCAG8
SDF2|6388,SDF2
SDF2L1|23753,SDF2L1
SDF4|51150,SDF4
SDHA|6389,SDHA
SDHAF1|644096,SDHAF1
SDHAF2|54949,SDHAF2
SDHAP1|255812,SDHAP1
SDHAP2|727956,SDHAP2
SDHAP3|728609,SDHAP3
SDHB|6390,SDHB
SDHC|6391,SDHC
SDHD|6392,SDHD
SDK1|221935,SDK1
SDK2|54549,SDK2
SDPR|8436,SDPR
SDR16C5|195814,SDR16C5
SDR39U1|56948,SDR39U1
SDR42E1|93517,SDR42E1
SDR9C7|121214,SDR9C7
